,DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,NR_TURNO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,TP_ABRANGENCIA,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,CD_CARGO,DS_CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_VOTO_EM_TRANSITO,QT_VOTOS_NOMINAIS
4745748,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25135,PAULISTA,12,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,350
4746507,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26034,TERRA NOVA,78,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,14
4747205,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24139,FLORESTA,72,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,22
4747207,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24490,ITAÍBA,143,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,11
4747937,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23795,CARPINA,20,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,141
4747965,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24899,NAZARÉ DA MATA,23,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,53
4749408,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23116,ALAGOINHA,120,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,28
4749417,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24759,LAJEDO,94,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,36
4750135,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23264,JATOBÁ,89,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,9
4750140,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,7,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,739
4750157,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23850,CEDRO,76,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,8
4750160,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24414,INGAZEIRA,50,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,4
4750879,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25275,PRIMAVERA,31,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,8
4751601,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23779,CARNAÍBA,98,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,10
4752346,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23655,CALÇADO,94,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,6
4753085,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26239,VERTENTES,46,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,30
4753094,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25194,PETROLÂNDIA,70,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,37
4753791,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23574,CABO DE SANTO AGOSTINHO,121,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,250
4753794,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23698,CAMOCIM DE SÃO FÉLIX,132,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,21
4754533,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23140,DORMENTES,107,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,19
4754536,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23159,ALTINHO,48,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,33
4754552,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23094,ÁGUAS BELAS,64,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,43
4755259,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23019,AFOGADOS DA INGAZEIRA,66,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,43
4755291,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23310,BELÉM DO SÃO FRANCISCO,73,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,23
4756016,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26310,ABREU E LIMA,119,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,291
4756714,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24716,LAGOA DO OURO,59,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,9
4756717,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23167,CARNAUBEIRA DA PENHA,69,1,Presidente,280000601016,50,GUILHERME CASTRO BOULOS,GUILHERME BOULOS,#NULO#,12,APTO,2,DEFERIDO,Coligação,50,PSOL,Partido Socialismo e Liberdade,280000050035,VAMOS SEM MEDO DE MUDAR O BRASIL,PSOL / PCB,4,NÃO ELEITO,N,6
4785119,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25976,ITAMBÉ,27,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,6
4786607,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24732,LAGOA DOS GATOS,86,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,2
4786612,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25437,SALGUEIRO,75,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,8
4796212,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25593,SÃO BENTO DO UNA,52,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,11
4798423,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25518,SANTA MARIA DA BOA VISTA,81,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,4
4801402,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24830,MARAIAL,43,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,1
4803174,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25950,TACARATU,89,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,1
4804623,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23698,CAMOCIM DE SÃO FÉLIX,132,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,1
4805376,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26050,TIMBAÚBA,36,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,5
4805577,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25275,PRIMAVERA,31,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,12
4806292,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24570,JABOATÃO DOS GUARARAPES,101,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,254
4806303,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24198,GARANHUNS,56,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,110
4806311,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,6,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,198
4807328,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25615,SÃO CAITANO,44,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,7
4807779,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23515,BREJO DA MADRE DE DEUS,54,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,37
4808484,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23574,CABO DE SANTO AGOSTINHO,15,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,67
4808503,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23817,CARUARU,105,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,165
4808514,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24856,MIRANDIBA,69,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,10
4808515,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25852,MOREILÂNDIA,79,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,4
4809057,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24635,JOAQUIM NABUCO,38,1,Presidente,280000624082,54,JOÃO VICENTE FONTELLA GOULART,JOÃO GOULART FILHO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,54,PPL,Partido Pátria Livre,280000050638,PARTIDO ISOLADO,PPL,4,NÃO ELEITO,N,1
4809247,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24872,MORENO,14,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,55
4809996,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24350,IGARASSU,85,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,82
4810739,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,2,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,252
4810740,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24074,FEIRA NOVA,135,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,39
4810990,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25135,PAULISTA,146,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,26
4811435,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24678,JUREMA,94,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,6
4811446,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25119,PAUDALHO,17,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,95
4811447,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24155,FREI MIGUELINHO,46,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,22
4812203,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23302,JAQUEIRA,43,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,6
4812930,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,5,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,220
